SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,SC11,SC12,SC13,SC14,SC15,SC16,SC17,SC18,SC19,SC20,SC21,SC22,SC23,SC24,SC25,SC26,SC27,SC28,SC29,SC30,SC31,SC32,SC33,SC34,SC35,SC36,SC37,SC38,SC39,SC40,SC41,AVERAGE
45.0,63.0,65.0,39.0,45.0,46.0,55.0,59.0,48.0,54.0,56.0,67.0,71.0,62.0,62.0,58.0,54.0,48.0,28.0,27.0,39.0,46.0,39.0,45.0,50.0,45.0,40.0,43.0,37.0,49.0,45.0,2.1,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,48.3
40.0,37.0,53.0,54.0,56.0,26.0,46.0,54.0,51.0,40.0,40.0,21.0,50.0,41.0,52.0,50.0,47.0,38.0,57.0,0.0,56.0,24.0,47.0,0.0,45.0,0.0,36.0,60.0,33.0,56.0,53.0,46.0,42.0,1.6,49.7,50.8,51.2,51.4,48.3,49.3,47.8,41.5
60.0,55.0,65.0,61.0,45.0,74.0,48.0,53.0,58.0,49.0,54.0,64.0,57.0,65.0,72.0,55.0,50.0,80.0,60.0,51.0,54.0,67.0,54.0,50.0,49.0,46.0,54.0,51.0,58.0,48.0,40.0,70.0,40.0,54.0,50.0,60.0,54.0,45.0,51.0,49.0,75.0,56.0
50.0,45.0,45.0,49.0,11.0,43.0,47.0,16.0,17.0,35.0,38.0,35.0,26.0,54.0,45.0,45.0,35.0,35.0,27.0,28.0,29.0,31.0,14.0,14.0,15.0,71.0,10.0,31.0,16.0,17.0,58.0,36.0,45.0,54.0,37.0,45.0,45.0,46.0,34.0,55.0,60.0,36.3
45.0,46.0,51.0,17.0,19.0,61.0,52.0,45.0,25.0,8.0,30.0,10.0,27.0,26.0,52.0,57.0,63.0,23.0,18.0,45.0,3.0,24.0,38.0,52.0,39.0,51.0,55.0,37.0,45.0,60.0,51.0,2.0,66.0,27.0,51.0,42.0,64.0,19.0,45.0,15.0,63.0,38.3
46.0,48.0,55.0,52.0,58.0,60.0,52.0,14.0,56.0,33.0,14.0,52.0,46.0,27.0,50.0,30.0,27.0,56.0,67.0,62.0,64.0,66.0,48.0,65.0,72.0,62.0,73.0,66.0,45.0,26.0,60.0,40.0,57.0,40.0,60.0,68.0,51.0,45.0,51.0,46.0,2.6,49.1
60.0,50.0,53.0,55.0,35.0,66.0,53.0,35.0,51.0,51.0,45.0,46.0,45.0,45.0,70.0,66.0,50.0,77.0,46.0,63.0,58.0,65.0,50.0,54.0,68.0,65.0,50.0,58.0,50.0,49.0,76.0,50.0,60.0,62.0,55.0,70.0,57.0,48.0,46.0,39.0,63.0,55.0
15.0,36.0,27.0,26.0,58.0,27.0,27.0,36.0,38.0,50.0,42.0,39.0,34.0,50.0,41.0,52.0,49.0,28.0,1.4,51.2,52.2,52.2,52.4,52.8,52.6,53.4,50.5,49.2,51.2,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,43.8
78.0,74.0,77.0,75.0,57.0,50.0,56.0,66.0,60.0,92.0,75.0,63.0,71.0,54.0,82.0,50.0,87.0,67.0,86.0,74.0,71.0,70.0,80.0,70.0,89.0,64.0,74.0,65.0,72.0,87.0,79.0,80.0,72.0,84.0,87.0,72.0,92.0,70.0,73.0,76.0,59.0,72.7
83.0,61.0,45.0,51.0,45.0,45.0,47.0,38.0,40.0,34.0,45.0,45.0,47.0,11.0,18.0,0.0,48.0,58.0,26.0,82.0,61.0,50.0,53.0,38.0,56.0,70.0,52.0,49.0,12.0,58.0,30.0,45.0,54.0,51.0,50.0,62.0,62.0,63.0,70.0,45.0,45.0,47.4
54.0,67.0,34.0,47.0,71.0,33.0,56.0,28.0,60.0,35.0,54.0,61.0,40.0,57.0,51.0,45.0,45.0,57.0,39.0,54.0,54.0,62.0,55.0,53.0,60.0,80.0,60.0,51.0,68.0,45.0,41.0,70.0,40.0,42.0,61.0,66.0,61.0,58.0,37.0,48.0,2.6,51.3
86.0,71.0,65.0,50.0,45.0,37.0,50.0,71.0,58.0,45.0,35.0,47.0,46.0,29.0,47.0,40.0,40.0,59.0,45.0,78.0,53.0,60.0,61.0,57.0,45.0,45.0,70.0,51.0,56.0,45.0,57.0,51.0,60.0,52.0,57.0,68.0,70.0,65.0,62.0,45.0,45.0,54.1
54.0,50.0,60.0,61.0,60.0,64.0,63.0,61.0,42.0,68.0,60.0,51.0,58.0,40.0,50.0,41.0,48.0,71.0,45.0,71.0,28.0,52.0,50.0,57.0,63.0,73.0,54.0,48.0,52.0,69.0,71.0,61.0,67.0,66.0,51.0,48.0,58.0,80.0,70.0,52.0,36.0,56.7
52.0,65.0,56.0,52.0,65.0,70.0,50.0,53.0,80.0,16.0,47.0,60.0,18.0,46.0,41.0,40.0,55.0,48.0,32.0,60.0,58.0,63.0,26.0,52.0,51.0,67.0,51.0,50.0,49.0,78.0,58.0,52.0,45.0,46.0,45.0,56.0,45.0,45.0,48.0,52.0,74.0,51.6
57.0,44.0,60.0,51.0,45.0,45.0,15.0,36.0,45.0,46.0,50.0,46.0,45.0,30.0,50.0,55.0,31.0,48.0,51.0,47.0,31.0,45.0,76.0,60.0,14.0,50.0,45.0,17.0,52.0,26.0,31.0,51.0,62.0,45.0,31.0,34.0,53.0,46.0,50.0,57.0,60.0,44.7
51.0,45.0,70.0,45.0,45.0,60.0,64.0,26.0,76.0,44.0,48.0,45.0,43.0,55.0,36.0,25.0,18.0,50.0,35.0,46.0,51.0,61.0,39.0,55.0,46.0,58.0,46.0,54.0,64.0,40.0,58.0,45.0,64.0,40.0,56.0,55.0,42.0,61.0,40.0,35.0,39.0,48.2
60.0,65.0,62.0,45.0,45.0,47.0,41.0,36.0,57.0,55.0,50.0,21.0,50.0,34.0,48.0,38.0,47.0,57.0,41.0,53.0,45.0,48.0,50.0,45.0,60.0,44.0,45.0,45.0,40.0,60.0,46.0,77.0,41.0,47.0,58.0,41.0,56.0,54.0,56.0,60.0,66.0,49.7
51.0,48.0,64.0,45.0,33.0,53.0,50.0,35.0,67.0,21.0,50.0,20.0,45.0,50.0,28.0,47.0,45.0,46.0,63.0,56.0,45.0,48.0,31.0,51.0,40.0,45.0,62.0,45.0,35.0,55.0,5.0,65.0,26.0,46.0,36.0,40.0,54.0,40.0,46.0,55.0,48.0,44.8
57.0,46.0,45.0,58.0,45.0,72.0,23.0,60.0,36.0,47.0,45.0,22.0,37.0,58.0,37.0,27.0,45.0,34.0,34.0,54.0,60.0,52.0,55.0,34.0,64.0,53.0,55.0,46.0,64.0,50.0,34.0,56.0,36.0,56.0,11.0,56.0,66.0,54.0,71.0,38.0,23.0,46.7
54.0,61.0,60.0,45.0,45.0,47.0,60.0,45.0,62.0,49.0,50.0,56.0,57.0,50.0,61.0,67.0,60.0,66.0,50.0,60.0,68.0,54.0,57.0,52.0,60.0,45.0,55.0,66.0,61.0,42.0,45.0,57.0,54.0,77.0,50.0,57.0,62.0,63.0,45.0,53.0,64.0,55.9
67.0,75.0,79.0,71.0,64.0,55.0,74.0,77.0,50.0,72.0,77.0,61.0,45.0,53.0,60.0,33.0,60.0,46.0,61.0,62.0,59.0,77.0,72.0,61.0,73.0,54.0,52.0,3.8,51.2,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,57.2
40.0,52.0,64.0,41.0,64.0,73.0,60.0,40.0,67.0,44.0,60.0,63.0,72.0,60.0,64.0,68.0,45.0,75.0,55.0,55.0,61.0,76.0,42.0,46.0,50.0,21.0,45.0,27.0,32.0,32.0,43.0,66.0,56.0,51.0,46.0,2.7,51.2,51.4,48.3,49.3,47.8,51.4
45.0,56.0,52.0,47.0,47.0,51.0,51.0,51.0,62.0,60.0,40.0,46.0,31.0,24.0,45.0,46.0,33.0,43.0,60.0,32.0,40.0,26.0,45.0,48.0,59.0,22.0,44.0,54.0,79.0,46.0,45.0,70.0,40.0,37.0,29.0,32.0,56.0,51.0,26.0,45.0,72.0,46.0
56.0,60.0,55.0,58.0,27.0,63.0,74.0,35.0,68.0,52.0,56.0,54.0,46.0,51.0,60.0,60.0,60.0,45.0,49.0,63.0,66.0,62.0,63.0,53.0,57.0,56.0,54.0,52.0,66.0,60.0,56.0,63.0,40.0,60.0,60.0,55.0,63.0,70.0,45.0,45.0,72.0,56.3
58.0,83.0,51.0,57.0,73.0,50.0,67.0,66.0,60.0,63.0,47.0,75.0,61.0,79.0,62.0,64.0,54.0,29.0,57.0,61.0,73.0,53.0,56.0,73.0,51.0,45.0,45.0,46.0,70.0,3.4,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,55.7
47.0,57.0,45.0,25.0,50.0,32.0,29.0,31.0,10.0,8.0,36.0,45.0,29.0,47.0,45.0,50.0,45.0,52.0,38.0,42.0,53.0,50.0,37.0,40.0,41.0,24.0,29.0,28.0,27.0,50.0,40.0,20.0,37.0,41.0,22.0,37.0,33.0,14.0,60.0,48.0,35.0,37.3
51.0,54.0,72.0,43.0,45.0,60.0,45.0,66.0,40.0,71.0,42.0,57.0,31.0,70.0,47.0,54.0,63.0,55.0,66.0,53.0,36.0,45.0,22.0,55.0,46.0,2.6,50.5,49.2,51.2,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,49.8
62.0,51.0,76.0,71.0,53.0,47.0,62.0,50.0,74.0,52.0,70.0,64.0,62.0,50.0,77.0,73.0,75.0,63.0,70.0,65.0,57.0,64.0,70.0,75.0,64.0,70.0,50.0,45.0,61.0,66.0,50.0,61.0,61.0,63.0,56.0,77.0,73.0,61.0,56.0,74.0,66.0,63.1
52.0,57.0,66.0,51.0,32.0,70.0,70.0,60.0,46.0,46.0,50.0,65.0,66.0,61.0,58.0,50.0,86.0,55.0,62.0,50.0,75.0,55.0,64.0,73.0,52.0,62.0,64.0,45.0,64.0,76.0,67.0,71.0,62.0,57.0,55.0,51.0,52.0,59.0,65.0,81.0,76.0,60.5
48.0,55.0,44.0,45.0,25.0,39.0,57.0,37.0,53.0,14.0,47.0,21.0,29.0,40.0,22.0,26.0,31.0,28.0,30.0,40.0,35.0,17.0,47.0,31.0,33.0,46.0,51.0,41.0,45.0,68.0,27.0,24.0,40.0,24.0,12.0,25.0,15.0,26.0,24.0,60.0,28.0,35.4
48.0,74.0,48.0,51.0,60.0,45.0,33.0,45.0,70.0,17.0,40.0,60.0,40.0,40.0,40.0,16.0,42.0,55.0,34.0,51.0,58.0,49.0,29.0,19.0,49.0,26.0,46.0,43.0,48.0,64.0,71.0,0.0,0.0,40.0,45.0,25.0,47.0,71.0,0.0,46.0,66.0,42.7
60.0,85.0,66.0,71.0,71.0,72.0,51.0,53.0,72.0,70.0,55.0,73.0,44.0,53.0,62.0,60.0,71.0,77.0,57.0,62.0,55.0,71.0,73.0,67.0,40.0,84.0,60.0,61.0,68.0,80.0,52.0,60.0,64.0,51.0,55.0,48.0,64.0,70.0,50.0,46.0,55.0,62.4
50.0,60.0,54.0,45.0,76.0,78.0,66.0,52.0,62.0,49.0,54.0,47.0,54.0,36.0,62.0,63.0,70.0,66.0,73.0,73.0,45.0,68.0,61.0,52.0,67.0,80.0,68.0,45.0,54.0,66.0,63.0,53.0,68.0,74.0,56.0,60.0,78.0,56.0,50.0,53.0,29.0,59.4
60.0,65.0,63.0,51.0,62.0,77.0,72.0,30.0,47.0,48.0,50.0,38.0,57.0,45.0,51.0,50.0,52.0,65.0,51.0,63.0,48.0,53.0,72.0,73.0,48.0,60.0,67.0,50.0,44.0,47.0,41.0,66.0,63.0,51.0,56.0,56.0,53.0,80.0,50.0,67.0,89.0,56.9
61.0,59.0,80.0,62.0,53.0,55.0,65.0,70.0,55.0,73.0,45.0,50.0,53.0,32.0,54.0,65.0,64.0,45.0,67.0,50.0,53.0,46.0,73.0,56.0,60.0,61.0,50.0,52.0,71.0,66.0,65.0,60.0,60.0,47.0,58.0,46.0,76.0,61.0,50.0,59.0,66.0,58.4
32.0,72.0,67.0,62.0,50.0,57.0,45.0,70.0,27.0,45.0,55.0,44.0,49.0,54.0,64.0,54.0,52.0,53.0,65.0,46.0,35.0,57.0,45.0,50.0,50.0,26.0,80.0,47.0,60.0,2.7,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,50.4
63.0,60.0,50.0,78.0,38.0,46.0,7.0,36.0,27.0,37.0,55.0,66.0,24.0,19.0,39.0,30.0,24.0,59.0,35.0,46.0,50.0,41.0,55.0,45.0,29.0,39.0,7.0,60.0,46.0,53.0,57.0,51.0,45.0,67.0,46.0,56.0,26.0,45.0,51.0,68.0,52.0,44.6
61.0,78.0,54.0,62.0,72.0,67.0,45.0,50.0,52.0,50.0,23.0,71.0,40.0,60.0,53.0,27.0,52.0,47.0,48.0,36.0,31.0,57.0,42.0,66.0,61.0,71.0,60.0,51.0,62.0,66.0,54.0,56.0,52.0,65.0,45.0,47.0,50.0,67.0,55.0,56.0,53.0,54.0
47.0,79.0,47.0,45.0,50.0,41.0,51.0,41.0,67.0,40.0,46.0,48.0,41.0,40.0,51.0,40.0,28.0,40.0,52.0,58.0,62.0,61.0,69.0,57.0,61.0,74.0,62.0,57.0,55.0,50.0,40.0,50.0,51.0,45.0,53.0,74.0,53.0,53.0,50.0,53.0,2.6,50.8
66.0,47.0,48.0,22.0,32.0,55.0,11.0,40.0,40.0,28.0,35.0,42.0,41.0,30.0,28.0,39.0,38.0,46.0,47.0,47.0,46.0,50.0,30.0,26.0,28.0,60.0,26.0,45.0,1.2,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,41.3
56.0,50.0,55.0,48.0,62.0,60.0,44.0,55.0,47.0,45.0,58.0,60.0,62.0,67.0,51.0,24.0,53.0,45.0,40.0,45.0,54.0,53.0,45.0,45.0,66.0,55.0,51.0,53.0,68.0,56.0,45.0,72.0,61.0,45.0,45.0,60.0,45.0,45.0,61.0,60.0,79.0,53.4
50.0,65.0,52.0,34.0,61.0,54.0,26.0,45.0,42.0,58.0,21.0,55.0,45.0,66.0,45.0,46.0,45.0,45.0,45.0,45.0,71.0,50.0,46.0,2.3,52.6,53.4,50.5,49.2,51.2,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,48.1
53.0,50.0,53.0,36.0,63.0,37.0,40.0,47.0,70.0,33.0,54.0,45.0,43.0,12.0,50.0,33.0,34.0,45.0,65.0,69.0,74.0,60.0,53.0,69.0,78.0,42.0,46.0,54.0,45.0,25.0,60.0,51.0,40.0,51.0,50.0,53.0,44.0,66.0,72.0,2.4,47.8,49.2
56.0,44.0,48.0,66.0,31.0,19.0,63.0,18.0,60.0,24.0,25.0,52.0,39.0,22.0,34.0,27.0,29.0,42.0,60.0,74.0,60.0,25.0,27.0,20.0,17.0,5.0,26.0,37.0,28.0,43.0,32.0,30.0,48.0,32.0,45.0,50.0,49.0,52.0,52.0,72.0,48.0,39.8
53.0,80.0,60.0,45.0,35.0,45.0,50.0,35.0,45.0,40.0,50.0,45.0,45.0,23.0,27.0,32.0,38.0,32.0,39.0,54.0,45.0,55.0,60.0,50.0,50.0,50.0,45.0,45.0,60.0,46.0,45.0,46.0,50.0,46.0,64.0,66.0,58.0,58.0,26.0,36.0,45.0,46.8
51.0,45.0,60.0,52.0,31.0,58.0,60.0,56.0,58.0,46.0,45.0,44.0,46.0,46.0,62.0,60.0,34.0,61.0,50.0,48.0,60.0,60.0,65.0,50.0,42.0,70.0,45.0,51.0,47.0,54.0,52.0,60.0,41.0,52.0,43.0,57.0,73.0,44.0,45.0,44.0,62.0,52.0
50.0,60.0,63.0,48.0,45.0,48.0,26.0,35.0,47.0,32.0,40.0,52.0,45.0,19.0,52.0,30.0,30.0,36.0,76.0,45.0,28.0,43.0,48.0,67.0,32.0,76.0,48.0,16.0,18.0,64.0,58.0,54.0,61.0,51.0,50.0,55.0,56.0,51.0,34.0,57.0,47.0,46.2
57.0,56.0,44.0,42.0,54.0,45.0,32.0,63.0,70.0,61.0,12.0,35.0,55.0,49.0,46.0,71.0,45.0,45.0,72.0,57.0,47.0,54.0,35.0,35.0,51.0,55.0,68.0,50.0,51.0,66.0,45.0,45.0,45.0,45.0,50.0,67.0,68.0,30.0,41.0,40.0,50.0,50.0
50.0,56.0,64.0,45.0,33.0,79.0,60.0,45.0,39.0,34.0,26.0,40.0,32.0,45.0,46.0,64.0,45.0,51.0,61.0,61.0,39.0,40.0,49.0,60.0,47.0,46.0,78.0,40.0,61.0,48.0,44.0,70.0,20.0,29.0,62.0,45.0,20.0,45.0,53.0,71.0,50.0,48.6
48.0,56.0,52.0,60.0,62.0,54.0,40.0,54.0,68.0,40.0,85.0,57.0,45.0,50.0,64.0,62.0,60.0,76.0,68.0,69.0,80.0,68.0,73.0,77.0,80.0,62.0,52.0,65.0,45.0,28.0,45.0,40.0,55.0,46.0,53.0,70.0,60.0,57.0,56.0,3.3,47.8,56.9
56.0,56.0,68.0,57.0,30.0,80.0,72.0,78.0,62.0,65.0,70.0,60.0,68.0,67.0,66.0,84.0,73.0,71.0,53.0,61.0,62.0,75.0,53.0,67.0,70.0,70.0,55.0,61.0,66.0,58.0,84.0,56.0,67.0,61.0,45.0,83.0,60.0,70.0,50.0,46.0,90.0,64.5
47.0,56.0,48.0,45.0,45.0,45.0,45.0,45.0,52.0,40.0,45.0,55.0,56.0,47.0,66.0,61.0,51.0,56.0,50.0,45.0,56.0,66.0,82.0,75.0,72.0,45.0,60.0,71.0,60.0,63.0,76.0,45.0,66.0,52.0,56.0,67.0,82.0,50.0,46.0,45.0,53.0,55.8
53.0,52.0,60.0,52.0,50.0,45.0,71.0,0.0,60.0,45.0,63.0,46.0,45.0,61.0,60.0,38.0,45.0,31.0,31.0,46.0,44.0,50.0,60.0,46.0,67.0,45.0,50.0,23.0,25.0,62.0,57.0,45.0,50.0,33.0,55.0,34.0,54.0,56.0,51.0,37.0,51.0,47.5
61.0,68.0,53.0,57.0,68.0,60.0,50.0,75.0,70.0,55.0,45.0,34.0,64.0,65.0,54.0,47.0,48.0,65.0,62.0,68.0,67.0,45.0,51.0,63.0,71.0,72.0,50.0,70.0,76.0,55.0,50.0,53.0,56.0,70.0,57.0,75.0,60.0,58.0,68.0,54.0,45.0,59.4
53.0,63.0,52.0,52.0,57.0,51.0,46.0,56.0,79.0,68.0,50.0,42.0,47.0,48.0,41.0,70.0,58.0,47.0,55.0,30.0,40.0,33.0,26.0,46.0,57.0,60.0,66.0,50.0,73.0,65.0,53.0,63.0,51.0,58.0,62.0,55.0,50.0,46.0,46.0,58.0,45.0,52.9
59.0,43.0,62.0,51.0,46.0,36.0,45.0,50.0,32.0,33.0,28.0,45.0,19.0,45.0,27.0,34.0,48.0,46.0,47.0,25.0,45.0,45.0,41.0,51.0,45.0,58.0,45.0,23.0,55.0,7.0,25.0,78.0,54.0,45.0,42.0,45.0,57.0,62.0,26.0,45.0,52.0,43.1
60.0,74.0,76.0,51.0,73.0,64.0,60.0,62.0,74.0,60.0,70.0,77.0,44.0,39.0,56.0,70.0,50.0,51.0,67.0,45.0,53.0,54.0,46.0,65.0,54.0,69.0,58.0,58.0,60.0,66.0,56.0,45.0,54.0,62.0,56.0,45.0,34.0,62.0,51.0,46.0,60.0,58.0
48.0,56.0,67.0,63.0,21.0,40.0,25.0,61.0,21.0,40.0,32.0,35.0,47.0,26.0,0.0,56.0,64.0,23.0,13.0,16.0,0.0,0.0,45.0,30.0,46.0,32.0,20.0,18.0,50.0,18.0,0.0,63.0,1.2,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,36.0
56.0,81.0,58.0,60.0,74.0,70.0,60.0,74.0,55.0,59.0,41.0,54.0,52.0,51.0,56.0,47.0,56.0,67.0,46.0,35.0,55.0,48.0,46.0,62.0,53.0,81.0,58.0,49.0,72.0,66.0,53.0,45.0,56.0,54.0,74.0,54.0,49.0,48.0,53.0,55.0,64.0,57.2
51.0,81.0,63.0,67.0,77.0,64.0,50.0,57.0,25.0,45.0,40.0,40.0,58.0,58.0,55.0,45.0,26.0,31.0,46.0,33.0,27.0,44.0,58.0,60.0,71.0,59.0,45.0,48.0,59.0,56.0,57.0,67.0,48.0,53.0,46.0,0.0,30.0,32.0,70.0,36.0,45.0,49.3
57.0,53.0,67.0,54.0,55.0,50.0,55.0,55.0,47.0,60.0,74.0,51.0,50.0,53.0,67.0,61.0,70.0,60.0,71.0,58.0,42.0,79.0,72.0,65.0,54.0,55.0,54.0,71.0,51.0,52.0,45.0,80.0,76.0,60.0,61.0,70.0,53.0,67.0,55.0,71.0,57.0,60.0
60.0,60.0,45.0,30.0,72.0,61.0,65.0,36.0,51.0,30.0,45.0,50.0,48.0,37.0,46.0,64.0,46.0,60.0,48.0,48.0,54.0,55.0,70.0,63.0,44.0,45.0,40.0,45.0,51.0,40.0,40.0,41.0,51.0,45.0,44.0,46.0,56.0,10.0,65.0,48.0,58.0,49.1
81.0,50.0,54.0,64.0,61.0,60.0,57.0,60.0,51.0,23.0,70.0,46.0,52.0,68.0,62.0,23.0,62.0,57.0,64.0,47.0,63.0,63.0,56.0,56.0,52.0,73.0,67.0,53.0,61.0,77.0,57.0,54.0,45.0,45.0,66.0,51.0,49.0,52.0,62.0,60.0,54.0,56.8
61.0,72.0,58.0,58.0,68.0,61.0,52.0,45.0,59.0,51.0,50.0,71.0,52.0,45.0,57.0,69.0,45.0,50.0,44.0,50.0,47.0,56.0,60.0,53.0,72.0,64.0,50.0,65.0,63.0,79.0,60.0,76.0,58.0,66.0,51.0,46.0,56.0,52.0,80.0,60.0,64.0,58.4
67.0,67.0,40.0,50.0,70.0,55.0,63.0,40.0,71.0,50.0,37.0,33.0,57.0,53.0,61.0,67.0,31.0,54.0,40.0,58.0,54.0,68.0,73.0,56.0,69.0,63.0,59.0,53.0,57.0,47.0,43.0,50.0,60.0,40.0,53.0,70.0,50.0,48.0,46.0,48.0,2.8,53.0
62.0,58.0,66.0,70.0,46.0,50.0,48.0,51.0,52.0,39.0,24.0,52.0,37.0,46.0,61.0,56.0,52.0,47.0,60.0,46.0,46.0,57.0,63.0,80.0,56.0,46.0,45.0,45.0,60.0,40.0,70.0,78.0,61.0,40.0,58.0,55.0,66.0,62.0,52.0,61.0,61.0,54.3
52.0,51.0,48.0,58.0,45.0,32.0,52.0,49.0,55.0,22.0,55.0,33.0,23.0,25.0,35.0,20.0,28.0,55.0,60.0,46.0,45.0,42.0,46.0,66.0,10.0,45.0,26.0,32.0,55.0,37.0,34.0,50.0,57.0,45.0,51.0,54.0,50.0,53.0,30.0,47.0,34.0,42.8
41.0,70.0,43.0,34.0,65.0,60.0,17.0,22.0,73.0,40.0,30.0,65.0,52.0,30.0,40.0,50.0,35.0,63.0,51.0,58.0,69.0,56.0,53.0,49.0,63.0,68.0,52.0,57.0,45.0,45.0,40.0,70.0,51.0,41.0,50.0,55.0,50.0,45.0,33.0,50.0,2.4,48.4
61.0,67.0,74.0,48.0,70.0,50.0,46.0,58.0,43.0,53.0,50.0,60.0,25.0,60.0,70.0,43.0,42.0,25.0,57.0,33.0,58.0,29.0,45.0,55.0,59.0,58.0,58.0,55.0,78.0,61.0,46.0,67.0,70.0,47.0,54.0,71.0,47.0,55.0,54.0,46.0,72.0,54.1
65.0,70.0,64.0,63.0,60.0,60.0,60.0,70.0,81.0,70.0,57.0,55.0,49.0,64.0,67.0,79.0,71.0,62.0,73.0,56.0,48.0,61.0,60.0,66.0,54.0,73.0,77.0,57.0,73.0,75.0,51.0,57.0,53.0,66.0,55.0,58.0,61.0,62.0,48.0,45.0,58.0,62.3
58.0,47.0,31.0,40.0,65.0,25.0,47.0,41.0,58.0,48.0,41.0,50.0,50.0,55.0,56.0,57.0,42.0,64.0,56.0,41.0,32.0,71.0,60.0,65.0,55.0,45.0,41.0,45.0,27.0,55.0,48.0,41.0,65.0,53.0,38.0,51.0,46.0,2.2,48.3,49.3,47.8,47.7
42.0,78.0,47.0,53.0,74.0,81.0,73.0,63.0,67.0,63.0,83.0,58.0,51.0,52.0,50.0,57.0,60.0,68.0,60.0,58.0,58.0,72.0,60.0,59.0,67.0,68.0,60.0,60.0,63.0,65.0,41.0,70.0,65.0,53.0,61.0,72.0,56.0,46.0,60.0,63.0,3.7,60.0
57.0,76.0,52.0,47.0,63.0,60.0,45.0,57.0,52.0,50.0,50.0,40.0,22.0,32.0,41.0,50.0,41.0,46.0,52.0,32.0,40.0,33.0,26.0,63.0,56.0,64.0,61.0,64.0,71.0,71.0,45.0,45.0,45.0,40.0,45.0,53.0,14.0,56.0,46.0,54.0,57.0,49.1
57.0,67.0,65.0,50.0,63.0,37.0,60.0,40.0,72.0,40.0,55.0,48.0,50.0,52.0,44.0,56.0,57.0,52.0,70.0,51.0,59.0,64.0,56.0,40.0,61.0,66.0,60.0,70.0,63.0,57.0,56.0,73.0,60.0,62.0,60.0,43.0,74.0,60.0,51.0,48.0,52.0,56.6
53.0,60.0,65.0,47.0,34.0,73.0,70.0,58.0,68.0,49.0,61.0,85.0,52.0,52.0,66.0,85.0,75.0,62.0,45.0,55.0,83.0,82.0,61.0,73.0,62.0,64.0,77.0,73.0,66.0,77.0,77.0,55.0,75.0,72.0,80.0,84.0,70.0,52.0,51.0,65.0,70.0,65.5
54.0,65.0,52.0,54.0,65.0,50.0,28.0,46.0,75.0,60.0,18.0,63.0,40.0,42.0,50.0,67.0,47.0,47.0,70.0,40.0,56.0,37.0,24.0,47.0,46.0,72.0,48.0,49.0,60.0,74.0,45.0,51.0,48.0,42.0,49.0,47.0,19.0,45.0,46.0,48.0,65.0,50.0
52.0,60.0,72.0,57.0,65.0,70.0,54.0,45.0,77.0,57.0,88.0,56.0,70.0,57.0,70.0,66.0,64.0,82.0,54.0,71.0,74.0,77.0,72.0,71.0,78.0,74.0,57.0,46.0,49.0,67.0,25.0,72.0,40.0,52.0,57.0,74.0,57.0,49.0,48.0,67.0,3.7,60.9
85.0,62.0,83.0,61.0,89.0,60.0,50.0,51.0,67.0,77.0,91.0,58.0,61.0,65.0,70.0,45.0,34.0,56.0,75.0,81.0,79.0,80.0,71.0,85.0,71.0,67.0,68.0,73.0,71.0,67.0,77.0,42.0,62.0,57.0,65.0,74.0,82.0,63.0,66.0,63.0,4.0,66.0
46.0,47.0,52.0,46.0,33.0,30.0,30.0,12.0,24.0,48.0,45.0,51.0,32.0,45.0,55.0,54.0,25.0,46.0,45.0,50.0,56.0,42.0,46.0,50.0,36.0,53.0,44.0,27.0,23.0,44.0,35.0,47.0,20.0,51.0,40.0,21.0,61.0,27.0,45.0,38.0,53.0,40.9
40.0,50.0,29.0,29.0,35.0,37.0,40.0,45.0,60.0,22.0,46.0,40.0,40.0,31.0,60.0,33.0,42.0,35.0,45.0,52.0,59.0,56.0,50.0,40.0,49.0,60.0,42.0,48.0,47.0,13.0,23.0,45.0,36.0,37.0,47.0,40.0,56.0,51.0,45.0,52.0,1.5,41.7
55.0,45.0,51.0,45.0,37.0,54.0,51.0,50.0,60.0,43.0,45.0,45.0,57.0,39.0,45.0,51.0,48.0,51.0,58.0,55.0,51.0,67.0,55.0,47.0,55.0,51.0,56.0,30.0,27.0,42.0,35.0,40.0,51.0,53.0,46.0,36.0,43.0,79.0,37.0,45.0,46.0,48.2
65.0,65.0,67.0,51.0,52.0,46.0,50.0,48.0,60.0,50.0,51.0,56.0,42.0,40.0,42.0,41.0,46.0,35.0,52.0,40.0,28.0,45.0,46.0,46.0,52.0,63.0,42.0,45.0,33.0,74.0,46.0,46.0,45.0,45.0,42.0,51.0,51.0,51.0,25.0,45.0,55.0,48.2
